BusinessEntityID,NationalIDNumber,LoginID,OrganizationNode,OrganizationLevel,JobTitle,BirthDate,MaritalStatus,Gender,HireDate,SalariedFlag,VacationHours,SickLeaveHours,CurrentFlag,rowguid,ModifiedDate,DepartmentID
261,"280633567","adventure-works\reinout0","ÖÎÆ",4,"Purchasing Assistant","1988-01-17","M","M","2020-12-25",0,51,45,-1,"{9825EB00-8E36-4506-93A26DDCDC0B13C3}","06/30/24 00:00:00",5
262,"231203233","adventure-works\david5","Ü",2,"Assistant to the Chief Financial Officer","1974-06-21","S","M","2019-01-12",0,56,48,-1,"{BE81FD77-428C-449F-AB7948B1CDF53D6A}","06/30/24 00:00:00",10
263,"441044382","adventure-works\jean0","å",1,"Information Services Manager","1985-12-13","S","F","2018-12-11",-1,65,52,-1,"{794A0B1F-C46A-401C-984D008996FC7092}","06/30/24 00:00:00",11
264,"858323870","adventure-works\stephanie0","ç`",2,"Network Manager","1994-03-25","S","F","2019-02-04",-1,68,54,-1,"{221CBB7B-8BAE-452B-A16FA67EBB3873C8}","06/30/24 00:00:00",11
265,"749389530","adventure-works\ashvini0","çk",3,"Network Administrator","1987-03-27","S","M","2018-12-04",0,70,55,-1,"{2E680C1C-7C02-4343-96266F97273414C0}","06/30/24 00:00:00",11
266,"672243793","adventure-works\peter1","çm",3,"Network Administrator","1990-05-28","S","M","2019-02-23",0,69,54,-1,"{86601E6A-6955-40FC-BB4A1053A843CE99}","06/30/24 00:00:00",11
267,"58317344","adventure-works\karen1","ç†",2,"Application Specialist","1988-05-19","S","F","2019-02-16",-1,74,57,-1,"{45C3D0F5-3332-419D-AD40A98996BB5531}","06/30/24 00:00:00",11
268,"314747499","adventure-works\ramesh0","ç‡",2,"Application Specialist","1998-03-13","S","M","2019-02-03",-1,73,56,-1,"{BE190269-4003-4D7F-809E7B3FDC235DA8}","06/30/24 00:00:00",11
269,"671089628","adventure-works\dan0","é",2,"Application Specialist","1997-05-26","M","M","2019-01-11",-1,72,56,-1,"{71B0D010-5AC5-4E91-8EFAC311C1372A73}","06/30/24 00:00:00",11
270,"643805155","adventure-works\fran√ßois0","é0",2,"Database Administrator","1985-05-17","S","M","2019-01-17",-1,67,53,-1,"{0C7F025D-8D56-48EF-86C0F09DB63D0182}","06/30/24 00:00:00",11
271,"929666391","adventure-works\dan1","éP",2,"Database Administrator","1986-01-06","M","M","2019-01-22",-1,66,53,-1,"{2474E1A9-902D-466C-B0B26DCAC927F753}","06/30/24 00:00:00",11
272,"525932996","adventure-works\janaina0","ép",2,"Application Specialist","1995-01-30","M","F","2018-12-23",-1,71,55,-1,"{241535C7-7A31-4A6A-9E0DA83C30C2EDDA}","06/30/24 00:00:00",11
273,"112432117","adventure-works\brian3","î",1,"Vice President of Sales","1987-06-06","S","M","2021-02-15",-1,10,25,-1,"{F3EC557C-8B41-4EE6-BB0CE3B93AFF81E5}","06/30/24 00:00:00",3
274,"502097814","adventure-works\stephen0","ï`",2,"North American Sales Manager","1961-10-17","M","M","2021-01-04",-1,14,27,-1,"{86D5FA9E-4BC0-48C8-91DC1EC467418D11}","06/30/24 00:00:00",3
275,"841560125","adventure-works\michael9","ïk",3,"Sales Representative","1978-12-25","S","M","2021-05-31",-1,38,39,-1,"{E19F8DE2-0F40-418C-84A2DB48B98DC6A2}","06/30/24 00:00:00",3
276,"191644724","adventure-works\linda3","ïm",3,"Sales Representative","1990-02-27","M","F","2021-05-31",-1,27,33,-1,"{4509F387-D73A-43DC-A502B1C27AA1DC9E}","06/30/24 00:00:00",3
277,"615389812","adventure-works\jillian0","ïo",3,"Sales Representative","1972-08-29","S","F","2021-05-31",-1,24,32,-1,"{A011C97B-081C-4739-996FC1CAC4532F8D}","06/30/24 00:00:00",3
278,"234474252","adventure-works\garrett1","ïpÄ",3,"Sales Representative","1985-02-04","M","M","2021-05-31",-1,33,36,-1,"{50EECC16-0D0D-43A9-9649016C06DE8D78}","06/30/24 00:00:00",3
279,"716374314","adventure-works\tsvi0","ïqÄ",3,"Sales Representative","1984-01-18","M","M","2021-05-31",-1,29,34,-1,"{BB510FCE-0105-4306-B5916450D9EBF401}","06/30/24 00:00:00",3
280,"61161660","adventure-works\pamela0","ïrÄ",3,"Sales Representative","1984-12-06","S","F","2021-05-31",-1,22,31,-1,"{7627B9D6-0707-4706-9AD90D37506B08AE}","06/30/24 00:00:00",3
281,"139397894","adventure-works\shu0","ïsÄ",3,"Sales Representative","1978-03-09","M","M","2021-05-31",-1,26,33,-1,"{4103C891-37E8-4DFC-AEACB55E2BC1BE1C}","06/30/24 00:00:00",3
282,"399771412","adventure-works\jos√©1","ït@",3,"Sales Representative","1973-12-11","M","M","2021-05-31",-1,31,35,-1,"{FD3992FB-3067-451D-A09D73BD53C0FECA}","06/30/24 00:00:00",3
283,"987554265","adventure-works\david8","ït¿",3,"Sales Representative","1984-02-11","S","M","2021-05-31",-1,23,31,-1,"{1E8F9E91-508F-4D49-ACD2775C836030ED}","06/30/24 00:00:00",3
284,"90836195","adventure-works\tete0","ïu@",3,"Sales Representative","1988-01-05","M","M","2022-09-30",-1,39,39,-1,"{0C67CE00-DE78-4712-908F06939A2C58D5}","06/30/24 00:00:00",3
285,"481044938","adventure-works\syed0","ï†",2,"Pacific Sales Manager","1985-01-11","M","M","2023-03-14",-1,20,30,-1,"{86F292DB-B73C-429D-9912800994D809FB}","06/30/24 00:00:00",3
286,"758596752","adventure-works\lynn0","ï´",3,"Sales Representative","1987-02-14","S","F","2023-05-30",-1,36,38,-1,"{4A9A8407-A680-4A6B-8D03511CB58F9A8A}","06/30/24 00:00:00",3
287,"982310417","adventure-works\amy0","ï‡",2,"European Sales Manager","1967-09-20","M","F","2022-04-16",-1,21,30,-1,"{66D66445-EE78-4676-9E660E22D6109A92}","06/30/24 00:00:00",3
288,"954276278","adventure-works\rachel0","ïÎ",3,"Sales Representative","1985-07-09","S","F","2023-05-30",-1,35,37,-1,"{B9BF7741-E0CA-4F37-ACDEA4F78C6D03E9}","06/30/24 00:00:00",3
289,"668991357","adventure-works\jae0","ïÌ",3,"Sales Representative","1978-03-17","M","F","2022-05-30",-1,37,38,-1,"{723A5921-D8A1-4659-9BC413C4CF7C9C91}","06/30/24 00:00:00",3
290,"134219713","adventure-works\ranjit0","ïÔ",3,"Sales Representative","1985-09-30","S","M","2022-05-30",-1,34,37,-1,"{604213F9-DD0F-43B4-BDD2C96E93D3F4BF}","06/30/24 00:00:00",3
